LAMBDA,G,G_err,BP,BP_err,RP,RP_err
9762.5,8.69670673e-02,9.44319956e-03,0.00,0.00,1.72773898e-01,5.35826094e-02
9765,8.65605393e-02,9.46077194e-03,0.00,0.00,1.71835913e-01,5.36288299e-02
9767.5,8.61540113e-02,9.47836194e-03,0.00,0.00,1.70897909e-01,5.36750513e-02
9770,8.57474833e-02,9.49596946e-03,0.00,0.00,1.69959887e-01,5.37212737e-02
9772.5,8.53459729e-02,9.51068327e-03,0.00,0.00,1.68611032e-01,5.20355447e-02
9775,8.49444624e-02,9.52541074e-03,0.00,0.00,1.67262197e-01,5.03500783e-02
9777.5,8.45429520e-02,9.54015180e-03,0.00,0.00,1.65913381e-01,4.86648993e-02
9780,8.41414416e-02,9.55490639e-03,0.00,0.00,1.64564585e-01,4.69800358e-02
9782.5,8.37554672e-02,9.56166932e-03,0.00,0.00,1.63743073e-01,4.74620453e-02
9785,8.33694928e-02,9.56843721e-03,0.00,0.00,1.62921577e-01,4.79440667e-02
9787.5,8.29835184e-02,9.57521004e-03,0.00,0.00,1.62100098e-01,4.84260994e-02
9790,8.25975439e-02,9.58198781e-03,0.00,0.00,1.61278636e-01,4.89081426e-02
9792.5,8.22198267e-02,9.58476478e-03,0.00,0.00,1.60488001e-01,4.95090036e-02
9795,8.18421094e-02,9.58754406e-03,0.00,0.00,1.59697379e-01,5.01098856e-02
9797.5,8.14643921e-02,9.59032566e-03,0.00,0.00,1.58906769e-01,5.07107875e-02
9800,8.10866748e-02,9.59310956e-03,0.00,0.00,1.58116173e-01,5.13117083e-02
9802.5,8.07331922e-02,9.58284791e-03,0.00,0.00,1.56858963e-01,4.98898466e-02
9805,8.03797096e-02,9.57258697e-03,0.00,0.00,1.55601664e-01,4.84680792e-02
9807.5,8.00262270e-02,9.56232676e-03,0.00,0.00,1.54344276e-01,4.70464239e-02
9810,7.96727444e-02,9.55206726e-03,0.00,0.00,1.53086798e-01,4.56249008e-02
9812.5,7.93269200e-02,9.53935860e-03,0.00,0.00,1.52126025e-01,4.54050165e-02
9815,7.89810956e-02,9.52665173e-03,0.00,0.00,1.51165188e-01,4.51851253e-02
9817.5,7.86352712e-02,9.51394664e-03,0.00,0.00,1.50204288e-01,4.49652272e-02
9820,7.82894467e-02,9.50124336e-03,0.00,0.00,1.49243326e-01,4.47453223e-02
9822.5,7.79368837e-02,9.49331940e-03,0.00,0.00,1.48582068e-01,4.57784530e-02
9825,7.75843207e-02,9.48539566e-03,0.00,0.00,1.47920828e-01,4.68116790e-02
9827.5,7.72317577e-02,9.47747213e-03,0.00,0.00,1.47259606e-01,4.78449922e-02
9830,7.68791947e-02,9.46954881e-03,0.00,0.00,1.46598402e-01,4.88783854e-02
9832.5,7.65312782e-02,9.46076119e-03,0.00,0.00,1.45489757e-01,4.79679338e-02
9835,7.61833616e-02,9.45197397e-03,0.00,0.00,1.44381030e-01,4.70575074e-02
9837.5,7.58354451e-02,9.44318715e-03,0.00,0.00,1.43272221e-01,4.61471114e-02
9840,7.54875286e-02,9.43440073e-03,0.00,0.00,1.42163330e-01,4.52367520e-02
9842.5,7.51453134e-02,9.42366198e-03,0.00,0.00,1.40971961e-01,4.39711825e-02
9845,7.48030983e-02,9.41292415e-03,0.00,0.00,1.39780622e-01,4.27058716e-02
9847.5,7.44608831e-02,9.40218723e-03,0.00,0.00,1.38589313e-01,4.14408401e-02
9850,7.41186680e-02,9.39145123e-03,0.00,0.00,1.37398034e-01,4.01761113e-02
9852.5,7.37488812e-02,9.39695851e-03,0.00,0.00,1.36768398e-01,4.11902500e-02
9855,7.33790944e-02,9.40247041e-03,0.00,0.00,1.36138737e-01,4.22045966e-02
9857.5,7.30093077e-02,9.40798693e-03,0.00,0.00,1.35509051e-01,4.32191391e-02
9860,7.26395209e-02,9.41350805e-03,0.00,0.00,1.34879340e-01,4.42338669e-02
9862.5,7.22938193e-02,9.40755486e-03,0.00,0.00,1.33953875e-01,4.39614222e-02
9865,7.19481177e-02,9.40160172e-03,0.00,0.00,1.33028345e-01,4.36889697e-02
9867.5,7.16024161e-02,9.39564862e-03,0.00,0.00,1.32102750e-01,4.34165097e-02
9870,7.12567145e-02,9.38969557e-03,0.00,0.00,1.31177089e-01,4.31440423e-02
9872.5,7.09103708e-02,9.38537307e-03,0.00,0.00,1.30049653e-01,4.19863476e-02
9875,7.05640272e-02,9.38105074e-03,0.00,0.00,1.28922142e-01,4.08287936e-02
9877.5,7.02176835e-02,9.37672856e-03,0.00,0.00,1.27794555e-01,3.96713998e-02
9880,6.98713399e-02,9.37240656e-03,0.00,0.00,1.26666891e-01,3.85141875e-02
9882.5,6.95560694e-02,9.35231075e-03,0.00,0.00,1.25903290e-01,3.88353806e-02
9885,6.92407988e-02,9.33222160e-03,0.00,0.00,1.25139657e-01,3.91566061e-02
9887.5,6.89255283e-02,9.31213912e-03,0.00,0.00,1.24375995e-01,3.94778636e-02
9890,6.86102578e-02,9.29206339e-03,0.00,0.00,1.23612302e-01,3.97991527e-02
9892.5,6.82991895e-02,9.27202014e-03,0.00,0.00,1.22883121e-01,4.01833031e-02
9895,6.79881212e-02,9.25198378e-03,0.00,0.00,1.22153819e-01,4.05675417e-02
9897.5,6.76770529e-02,9.23195436e-03,0.00,0.00,1.21424396e-01,4.09518677e-02
9900,6.73659846e-02,9.21193191e-03,0.00,0.00,1.20694851e-01,4.13362805e-02
9902.5,6.70464674e-02,9.19775118e-03,0.00,0.00,1.19676263e-01,4.04923947e-02
9905,6.67269503e-02,9.18357266e-03,0.00,0.00,1.18657618e-01,3.96485908e-02
9907.5,6.64074332e-02,9.16939636e-03,0.00,0.00,1.17638916e-01,3.88048774e-02
9910,6.60879160e-02,9.15522229e-03,0.00,0.00,1.16620156e-01,3.79612635e-02
9912.5,6.57729001e-02,9.13982941e-03,0.00,0.00,1.15693994e-01,3.74344869e-02
9915,6.54578843e-02,9.12443933e-03,0.00,0.00,1.14767770e-01,3.69077387e-02
9917.5,6.51428684e-02,9.10905205e-03,0.00,0.00,1.13841484e-01,3.63810218e-02
9920,6.48278525e-02,9.09366760e-03,0.00,0.00,1.12915135e-01,3.58543391e-02
9922.5,6.45005746e-02,9.08674251e-03,0.00,0.00,1.12284381e-01,3.65125376e-02
9925,6.41732968e-02,9.07981746e-03,0.00,0.00,1.11653572e-01,3.71708984e-02
9927.5,6.38460189e-02,9.07289246e-03,0.00,0.00,1.11022708e-01,3.78294161e-02
9930,6.35187411e-02,9.06596750e-03,0.00,0.00,1.10391790e-01,3.84880856e-02
9932.5,6.31896590e-02,9.06191790e-03,0.00,0.00,1.09488698e-01,3.79559044e-02
9935,6.28605769e-02,9.05786868e-03,0.00,0.00,1.08585533e-01,3.74237421e-02
9937.5,6.25314948e-02,9.05381985e-03,0.00,0.00,1.07682297e-01,3.68916015e-02
9940,6.22024127e-02,9.04977142e-03,0.00,0.00,1.06778987e-01,3.63594853e-02
9942.5,6.18830794e-02,9.04181384e-03,0.00,0.00,1.05852274e-01,3.56584914e-02
9945,6.15637460e-02,9.03385632e-03,0.00,0.00,1.04925462e-01,3.49575503e-02
9947.5,6.12444127e-02,9.02589885e-03,0.00,0.00,1.03998549e-01,3.42566698e-02
9950,6.09250794e-02,9.01794143e-03,0.00,0.00,1.03071537e-01,3.35558585e-02
9952.5,6.06063792e-02,9.01129872e-03,0.00,0.00,1.02488238e-01,3.42447850e-02
9955,6.02876790e-02,9.00465610e-03,0.00,0.00,1.01904929e-01,3.49338685e-02
9957.5,5.99689789e-02,8.99801357e-03,0.00,0.00,1.01321609e-01,3.56231006e-02
9960,5.96502787e-02,8.99137112e-03,0.00,0.00,1.00738278e-01,3.63124735e-02
9962.5,5.93536321e-02,8.97429265e-03,0.00,0.00,9.99568252e-02,3.61072995e-02
9965,5.90569856e-02,8.95721727e-03,0.00,0.00,9.91753287e-02,3.59021238e-02
9967.5,5.87603390e-02,8.94014500e-03,0.00,0.00,9.83937882e-02,3.56969463e-02
9970,5.84636924e-02,8.92307587e-03,0.00,0.00,9.76122037e-02,3.54917674e-02
9972.5,5.81878694e-02,8.89702895e-03,0.00,0.00,9.67559357e-02,3.49159597e-02
9975,5.79120464e-02,8.87099457e-03,0.00,0.00,9.58996517e-02,3.43402301e-02
9977.5,5.76362233e-02,8.84497284e-03,0.00,0.00,9.50433517e-02,3.37645830e-02
9980,5.73604003e-02,8.81896389e-03,0.00,0.00,9.41870357e-02,3.31890233e-02
9982.5,5.70909850e-02,8.79095458e-03,0.00,0.00,9.35427795e-02,3.34243531e-02
9985,5.68215697e-02,8.76296061e-03,0.00,0.00,9.28984899e-02,3.36597148e-02
9987.5,5.65521544e-02,8.73498214e-03,0.00,0.00,9.22541668e-02,3.38951078e-02
9990,5.62827391e-02,8.70701931e-03,0.00,0.00,9.16098103e-02,3.41305317e-02
9992.5,5.59972794e-02,8.68992911e-03,0.00,0.00,9.09042535e-02,3.40328994e-02
9995,5.57118197e-02,8.67284189e-03,0.00,0.00,9.01986276e-02,3.39352594e-02
9997.5,5.54263600e-02,8.65575765e-03,0.00,0.00,8.94929325e-02,3.38376118e-02
10000,5.51409003e-02,8.63867641e-03,0.00,0.00,8.87871681e-02,3.37399565e-02
10002.5,5.48474111e-02,8.62788970e-03,0.00,0.00,8.80146675e-02,3.33116597e-02
10005,5.45539219e-02,8.61710315e-03,0.00,0.00,8.72421674e-02,3.28834165e-02
10007.5,5.42604327e-02,8.60631677e-03,0.00,0.00,8.64696677e-02,3.24552289e-02
10010,5.39669435e-02,8.59553057e-03,0.00,0.00,8.56971684e-02,3.20270992e-02
10012.5,5.36789713e-02,8.58384296e-03,0.00,0.00,8.51122193e-02,3.23080478e-02
10015,5.33909990e-02,8.57215562e-03,0.00,0.00,8.45272623e-02,3.25890318e-02
10017.5,5.31030267e-02,8.56046856e-03,0.00,0.00,8.39422975e-02,3.28700503e-02
10020,5.28150545e-02,8.54878177e-03,0.00,0.00,8.33573250e-02,3.31511025e-02
10022.5,5.25316595e-02,8.53660533e-03,0.00,0.00,8.27115070e-02,3.31044952e-02
10025,5.22482645e-02,8.52442918e-03,0.00,0.00,8.20656648e-02,3.30578863e-02
10027.5,5.19648695e-02,8.51225334e-03,0.00,0.00,8.14197984e-02,3.30112759e-02
10030,5.16814745e-02,8.50007780e-03,0.00,0.00,8.07739079e-02,3.29646638e-02
10032.5,5.14013535e-02,8.48850562e-03,0.00,0.00,8.00524067e-02,3.25418356e-02
10035,5.11212324e-02,8.47693359e-03,0.00,0.00,7.93308982e-02,3.21190562e-02
10037.5,5.08411113e-02,8.46536172e-03,0.00,0.00,7.86093824e-02,3.16963276e-02
10040,5.05609902e-02,8.45379002e-03,0.00,0.00,7.78878592e-02,3.12736521e-02
10042.5,5.02972333e-02,8.43469433e-03,0.00,0.00,7.73397976e-02,3.15112433e-02
10045,5.00334764e-02,8.41560191e-03,0.00,0.00,7.67917454e-02,3.17488563e-02
10047.5,4.97697195e-02,8.39651280e-03,0.00,0.00,7.62437026e-02,3.19864905e-02
10050,4.95059626e-02,8.37742701e-03,0.00,0.00,7.56956693e-02,3.22241453e-02
10052.5,4.92479274e-02,8.35782797e-03,0.00,0.00,7.51817435e-02,3.25352668e-02
10055,4.89898922e-02,8.33823255e-03,0.00,0.00,7.46678086e-02,3.28464324e-02
10057.5,4.87318570e-02,8.31864076e-03,0.00,0.00,7.41538649e-02,3.31576410e-02
10060,4.84738219e-02,8.29905263e-03,0.00,0.00,7.36399122e-02,3.34688916e-02
10062.5,4.82237031e-02,8.27743827e-03,0.00,0.00,7.29363384e-02,3.29376528e-02
10065,4.79735844e-02,8.25582924e-03,0.00,0.00,7.22328071e-02,3.24065246e-02
10067.5,4.77234657e-02,8.23422557e-03,0.00,0.00,7.15293183e-02,3.18755107e-02
10070,4.74733470e-02,8.21262731e-03,0.00,0.00,7.08258719e-02,3.13446155e-02
10072.5,4.72233412e-02,8.19254697e-03,0.00,0.00,7.02588398e-02,3.13072865e-02
10075,4.69733354e-02,8.17247020e-03,0.00,0.00,6.96917794e-02,3.12699555e-02
10077.5,4.67233295e-02,8.15239701e-03,0.00,0.00,6.91246909e-02,3.12326227e-02
10080,4.64733237e-02,8.13232743e-03,0.00,0.00,6.85575742e-02,3.11952881e-02
10082.5,4.62227274e-02,8.11527021e-03,0.00,0.00,6.81799599e-02,3.18965529e-02
10085,4.59721310e-02,8.09821451e-03,0.00,0.00,6.78023533e-02,3.25979910e-02
10087.5,4.57215347e-02,8.08116032e-03,0.00,0.00,6.74247541e-02,3.32995905e-02
10090,4.54709384e-02,8.06410767e-03,0.00,0.00,6.70471626e-02,3.40013405e-02
10092.5,4.52083577e-02,8.05586569e-03,0.00,0.00,6.64016278e-02,3.35280020e-02
10095,4.49457769e-02,8.04762432e-03,0.00,0.00,6.57561107e-02,3.30547311e-02
10097.5,4.46831962e-02,8.03938356e-03,0.00,0.00,6.51106112e-02,3.25815303e-02
10100,4.44206155e-02,8.03114342e-03,0.00,0.00,6.44651292e-02,3.21084020e-02
10102.5,4.41651110e-02,8.02114673e-03,0.00,0.00,6.38690077e-02,3.17884112e-02
10105,4.39096066e-02,8.01115030e-03,0.00,0.00,6.32729187e-02,3.14684644e-02
10107.5,4.36541021e-02,8.00115413e-03,0.00,0.00,6.26768622e-02,3.11485622e-02
10110,4.33985977e-02,7.99115823e-03,0.00,0.00,6.20808384e-02,3.08287055e-02
10112.5,4.31487446e-02,7.98057071e-03,0.00,0.00,6.17592208e-02,3.15916567e-02
10115,4.28988915e-02,7.96998339e-03,0.00,0.00,6.14376076e-02,3.23548203e-02
10117.5,4.26490384e-02,7.95939626e-03,0.00,0.00,6.11159989e-02,3.31181808e-02
10120,4.23991853e-02,7.94880932e-03,0.00,0.00,6.07943946e-02,3.38817242e-02
10122.5,4.21592693e-02,7.93547534e-03,0.00,0.00,6.02929653e-02,3.38415713e-02
10125,4.19193533e-02,7.92214138e-03,0.00,0.00,5.97915449e-02,3.38014192e-02
10127.5,4.16794373e-02,7.90880746e-03,0.00,0.00,5.92901335e-02,3.37612679e-02
10130,4.14395213e-02,7.89547357e-03,0.00,0.00,5.87887311e-02,3.37211172e-02
10132.5,4.12053828e-02,7.88139652e-03,0.00,0.00,5.81780129e-02,3.31721493e-02
10135,4.09712442e-02,7.86731951e-03,0.00,0.00,5.75673082e-02,3.26232657e-02
10137.5,4.07371057e-02,7.85324257e-03,0.00,0.00,5.69566169e-02,3.20744701e-02
10140,4.05029672e-02,7.83916568e-03,0.00,0.00,5.63459390e-02,3.15257665e-02
10142.5,4.02795594e-02,7.82189859e-03,0.00,0.00,5.59650895e-02,3.18867512e-02
10145,4.00561515e-02,7.80463225e-03,0.00,0.00,5.55842511e-02,3.22477795e-02
10147.5,3.98327436e-02,7.78736668e-03,0.00,0.00,5.52034240e-02,3.26088495e-02
10150,3.96093358e-02,7.77010187e-03,0.00,0.00,5.48226080e-02,3.29699596e-02
10152.5,3.93947458e-02,7.75084394e-03,0.00,0.00,5.44815039e-02,3.34500482e-02
10155,3.91801558e-02,7.73158765e-03,0.00,0.00,5.41404254e-02,3.39301795e-02
10157.5,3.89655658e-02,7.71233300e-03,0.00,0.00,5.37993725e-02,3.44103499e-02
10160,3.87509758e-02,7.69308002e-03,0.00,0.00,5.34583452e-02,3.48905564e-02
10162.5,3.85341478e-02,7.67735296e-03,0.00,0.00,5.28659163e-02,3.42720114e-02
10165,3.83173198e-02,7.66162605e-03,0.00,0.00,5.22735166e-02,3.36535762e-02
10167.5,3.81004918e-02,7.64589930e-03,0.00,0.00,5.16811460e-02,3.30352553e-02
10170,3.78836638e-02,7.63017272e-03,0.00,0.00,5.10888045e-02,3.24170535e-02
10172.5,3.76503344e-02,7.62615603e-03,0.00,0.00,5.06408018e-02,3.23556739e-02
10175,3.74170051e-02,7.62214466e-03,0.00,0.00,5.01928305e-02,3.22942985e-02
10177.5,3.71836757e-02,7.61813863e-03,0.00,0.00,4.97448906e-02,3.22329273e-02
10180,3.69503464e-02,7.61413793e-03,0.00,0.00,4.92969820e-02,3.21715604e-02
10182.5,3.67318985e-02,7.60455624e-03,0.00,0.00,4.90517851e-02,3.29033158e-02
10185,3.65134507e-02,7.59497587e-03,0.00,0.00,4.88065833e-02,3.36352592e-02
10187.5,3.62950029e-02,7.58539682e-03,0.00,0.00,4.85613766e-02,3.43673796e-02
10190,3.60765551e-02,7.57581910e-03,0.00,0.00,4.83161650e-02,3.50996667e-02
10192.5,3.58516752e-02,7.57266401e-03,0.00,0.00,4.78731389e-02,3.49680525e-02
10195,3.56267952e-02,7.56951591e-03,0.00,0.00,4.74301287e-02,3.48364439e-02
10197.5,3.54019153e-02,7.56637480e-03,0.00,0.00,4.69871345e-02,3.47048411e-02
10200,3.51770354e-02,7.56324071e-03,0.00,0.00,4.65441561e-02,3.45732441e-02
10202.5,3.49654251e-02,7.55510368e-03,0.00,0.00,4.60208980e-02,3.40620416e-02
10205,3.47538148e-02,7.54696944e-03,0.00,0.00,4.54976432e-02,3.35508906e-02
10207.5,3.45422046e-02,7.53883800e-03,0.00,0.00,4.49743916e-02,3.30397934e-02
10210,3.43305943e-02,7.53070938e-03,0.00,0.00,4.44511432e-02,3.25287524e-02
10212.5,3.41269827e-02,7.52111024e-03,0.00,0.00,4.41693273e-02,3.29932339e-02
10215,3.39233711e-02,7.51151305e-03,0.00,0.00,4.38875383e-02,3.34577450e-02
10217.5,3.37197594e-02,7.50191782e-03,0.00,0.00,4.36057760e-02,3.39222828e-02
10220,3.35161478e-02,7.49232455e-03,0.00,0.00,4.33240405e-02,3.43868442e-02
10222.5,3.33182711e-02,7.48205543e-03,0.00,0.00,4.30058934e-02,3.46523866e-02
10225,3.31203945e-02,7.47178815e-03,0.00,0.00,4.26877361e-02,3.49179626e-02
10227.5,3.29225178e-02,7.46152272e-03,0.00,0.00,4.23695686e-02,3.51835715e-02
10230,3.27246411e-02,7.45125915e-03,0.00,0.00,4.20513911e-02,3.54492128e-02
10232.5,3.25314153e-02,7.44109337e-03,0.00,0.00,4.15710069e-02,3.50056361e-02
10235,3.23381896e-02,7.43092980e-03,0.00,0.00,4.10906450e-02,3.45621091e-02
10237.5,3.21449638e-02,7.42076844e-03,0.00,0.00,4.06103053e-02,3.41186329e-02
10240,3.19517380e-02,7.41060930e-03,0.00,0.00,4.01299879e-02,3.36752088e-02
10242.5,3.17667179e-02,7.39858241e-03,0.00,0.00,3.97196917e-02,3.34865770e-02
10245,3.15816978e-02,7.38655695e-03,0.00,0.00,3.93093928e-02,3.32979471e-02
10247.5,3.13966777e-02,7.37453290e-03,0.00,0.00,3.88990910e-02,3.31093193e-02
10250,3.12116576e-02,7.36251028e-03,0.00,0.00,3.84887864e-02,3.29206936e-02
10252.5,3.10207556e-02,7.35633234e-03,0.00,0.00,3.82603194e-02,3.34596830e-02
10255,3.08298536e-02,7.35016101e-03,0.00,0.00,3.80318653e-02,3.39987309e-02
10257.5,3.06389516e-02,7.34399629e-03,0.00,0.00,3.78034240e-02,3.45378332e-02
10260,3.04480496e-02,7.33783821e-03,0.00,0.00,3.75749955e-02,3.50769858e-02
10262.5,3.02514793e-02,7.33747774e-03,0.00,0.00,3.71895544e-02,3.49236024e-02
10265,3.00549090e-02,7.33713274e-03,0.00,0.00,3.68041095e-02,3.47702186e-02
10267.5,2.98583387e-02,7.33680321e-03,0.00,0.00,3.64186609e-02,3.46168345e-02
10270,2.96617684e-02,7.33648917e-03,0.00,0.00,3.60332085e-02,3.44634501e-02
10272.5,2.94691808e-02,7.33656415e-03,0.00,0.00,3.55983144e-02,3.40698379e-02
10275,2.92765931e-02,7.33665590e-03,0.00,0.00,3.51634152e-02,3.36762423e-02
10277.5,2.90840055e-02,7.33676440e-03,0.00,0.00,3.47285108e-02,3.32826642e-02
10280,2.88914179e-02,7.33688966e-03,0.00,0.00,3.42936013e-02,3.28891042e-02
10282.5,2.87055386e-02,7.33553124e-03,0.00,0.00,3.40272199e-02,3.31646626e-02
10285,2.85196594e-02,7.33418776e-03,0.00,0.00,3.37608374e-02,3.34402512e-02
10287.5,2.83337802e-02,7.33285923e-03,0.00,0.00,3.34944537e-02,3.37158692e-02
10290,2.81479009e-02,7.33154566e-03,0.00,0.00,3.32280687e-02,3.39915161e-02
10292.5,2.79628779e-02,7.33187647e-03,0.00,0.00,3.29436635e-02,3.41582999e-02
10295,2.77778548e-02,7.33222597e-03,0.00,0.00,3.26592574e-02,3.43250972e-02
10297.5,2.75928317e-02,7.33259417e-03,0.00,0.00,3.23748504e-02,3.44919079e-02
10300,2.74078086e-02,7.33298107e-03,0.00,0.00,3.20904424e-02,3.46587316e-02
10302.5,2.72340372e-02,7.32975216e-03,0.00,0.00,3.16885209e-02,3.42982365e-02
10305,2.70602658e-02,7.32653622e-03,0.00,0.00,3.12865793e-02,3.39377385e-02
10307.5,2.68864944e-02,7.32333328e-03,0.00,0.00,3.08846178e-02,3.35772381e-02
10310,2.67127229e-02,7.32014334e-03,0.00,0.00,3.04826363e-02,3.32167358e-02
10312.5,2.65407193e-02,7.31808023e-03,0.00,0.00,3.01386796e-02,3.30651988e-02
10315,2.63687157e-02,7.31603247e-03,0.00,0.00,2.97947247e-02,3.29136635e-02
10317.5,2.61967121e-02,7.31400007e-03,0.00,0.00,2.94507715e-02,3.27621299e-02
10320,2.60247084e-02,7.31198306e-03,0.00,0.00,2.91068200e-02,3.26105980e-02
10322.5,2.58586042e-02,7.30881581e-03,0.00,0.00,2.88939993e-02,3.29721898e-02
10325,2.56925000e-02,7.30566262e-03,0.00,0.00,2.86811751e-02,3.33338310e-02
10327.5,2.55263958e-02,7.30252352e-03,0.00,0.00,2.84683472e-02,3.36955204e-02
10330,2.53602915e-02,7.29939853e-03,0.00,0.00,2.82555158e-02,3.40572565e-02
10332.5,2.51943021e-02,7.29820109e-03,0.00,0.00,2.79227742e-02,3.38850626e-02
10335,2.50283126e-02,7.29702123e-03,0.00,0.00,2.75900478e-02,3.37128777e-02
10337.5,2.48623231e-02,7.29585895e-03,0.00,0.00,2.72573368e-02,3.35407020e-02
10340,2.46963337e-02,7.29471426e-03,0.00,0.00,2.69246411e-02,3.33685354e-02
10342.5,2.45326246e-02,7.29378422e-03,0.00,0.00,2.65676119e-02,3.30550943e-02
10345,2.43689155e-02,7.29287297e-03,0.00,0.00,2.62105553e-02,3.27416391e-02
10347.5,2.42052065e-02,7.29198051e-03,0.00,0.00,2.58534712e-02,3.24281701e-02
10350,2.40414974e-02,7.29110686e-03,0.00,0.00,2.54963597e-02,3.21146876e-02
10352.5,2.38819578e-02,7.28987932e-03,0.00,0.00,2.52434648e-02,3.21999681e-02
10355,2.37224182e-02,7.28867024e-03,0.00,0.00,2.49905433e-02,3.22852641e-02
10357.5,2.35628785e-02,7.28747965e-03,0.00,0.00,2.47375951e-02,3.23705756e-02
10360,2.34033389e-02,7.28630754e-03,0.00,0.00,2.44846203e-02,3.24559026e-02
10362.5,2.32428336e-02,7.28733663e-03,0.00,0.00,2.42342618e-02,3.25221592e-02
10365,2.30823284e-02,7.28838846e-03,0.00,0.00,2.39839038e-02,3.25884211e-02
10367.5,2.29218232e-02,7.28946301e-03,0.00,0.00,2.37335462e-02,3.26546883e-02
10370,2.27613180e-02,7.29056027e-03,0.00,0.00,2.34831891e-02,3.27209608e-02
10372.5,2.26047196e-02,7.29121569e-03,0.00,0.00,2.31498970e-02,3.24020988e-02
10375,2.24481212e-02,7.29189325e-03,0.00,0.00,2.28165920e-02,3.20832341e-02
10377.5,2.22915228e-02,7.29259296e-03,0.00,0.00,2.24832741e-02,3.17643672e-02
10380,2.21349244e-02,7.29331481e-03,0.00,0.00,2.21499433e-02,3.14454983e-02
10382.5,2.19807989e-02,7.29370368e-03,0.00,0.00,2.18622943e-02,3.12826516e-02
10385,2.18266734e-02,7.29411478e-03,0.00,0.00,2.15746273e-02,3.11197956e-02
10387.5,2.16725479e-02,7.29454813e-03,0.00,0.00,2.12869422e-02,3.09569302e-02
10390,2.15184225e-02,7.29500370e-03,0.00,0.00,2.09992391e-02,3.07940556e-02
10392.5,2.13699313e-02,7.29349050e-03,0.00,0.00,2.08115766e-02,3.10103713e-02
10395,2.12214400e-02,7.29199671e-03,0.00,0.00,2.06238829e-02,3.12267440e-02
10397.5,2.10729488e-02,7.29052236e-03,0.00,0.00,2.04361580e-02,3.14431732e-02
10400,2.09244576e-02,7.28906745e-03,0.00,0.00,2.02484019e-02,3.16596584e-02
10402.5,2.07791784e-02,7.28692828e-03,0.00,0.00,1.99744056e-02,3.14862196e-02
10405,2.06338993e-02,7.28480788e-03,0.00,0.00,1.97004138e-02,3.13127846e-02
10407.5,2.04886201e-02,7.28270625e-03,0.00,0.00,1.94264266e-02,3.11393535e-02
10410,2.03433409e-02,7.28062341e-03,0.00,0.00,1.91524439e-02,3.09659262e-02
10412.5,2.01998705e-02,7.27843592e-03,0.00,0.00,1.88599633e-02,3.06764321e-02
10415,2.00564001e-02,7.27626748e-03,0.00,0.00,1.85674463e-02,3.03869093e-02
10417.5,1.99129297e-02,7.27411812e-03,0.00,0.00,1.82748928e-02,3.00973579e-02
10420,1.97694593e-02,7.27198785e-03,0.00,0.00,1.79823029e-02,2.98077782e-02
10422.5,1.96310641e-02,7.26812491e-03,0.00,0.00,1.77668806e-02,2.98065225e-02
10425,1.94926690e-02,7.26427868e-03,0.00,0.00,1.75514607e-02,2.98052694e-02
10427.5,1.93542739e-02,7.26044918e-03,0.00,0.00,1.73360431e-02,2.98040188e-02
10430,1.92158788e-02,7.25663643e-03,0.00,0.00,1.71206280e-02,2.98027707e-02
10432.5,1.90768546e-02,7.25329927e-03,0.00,0.00,1.69258565e-02,2.98529805e-02
10435,1.89378305e-02,7.24998038e-03,0.00,0.00,1.67310764e-02,2.99031980e-02
10437.5,1.87988064e-02,7.24667978e-03,0.00,0.00,1.65362876e-02,2.99534234e-02
10440,1.86597822e-02,7.24339748e-03,0.00,0.00,1.63414901e-02,3.00036564e-02
10442.5,1.85230674e-02,7.23999789e-03,0.00,0.00,1.60727901e-02,2.97080081e-02
10445,1.83863525e-02,7.23661634e-03,0.00,0.00,1.58040799e-02,2.94123559e-02
10447.5,1.82496376e-02,7.23325285e-03,0.00,0.00,1.55353594e-02,2.91167000e-02
10450,1.81129228e-02,7.22990745e-03,0.00,0.00,1.52666287e-02,2.88210406e-02
10452.5,1.79758874e-02,7.22691404e-03,0.00,0.00,1.50241477e-02,2.86002716e-02
10455,1.78388521e-02,7.22393982e-03,0.00,0.00,1.47816625e-02,2.83795017e-02
10457.5,1.77018167e-02,7.22098480e-03,0.00,0.00,1.45391732e-02,2.81587309e-02
10460,1.75647814e-02,7.21804903e-03,0.00,0.00,1.42966798e-02,2.79379593e-02
10462.5,1.74298496e-02,7.21415278e-03,0.00,0.00,1.41530944e-02,2.80914820e-02
10465,1.72949179e-02,7.21027481e-03,0.00,0.00,1.40094849e-02,2.82450470e-02
10467.5,1.71599861e-02,7.20641515e-03,0.00,0.00,1.38658511e-02,2.83986538e-02
10470,1.70250544e-02,7.20257383e-03,0.00,0.00,1.37221930e-02,2.85523024e-02
10472.5,1.68968567e-02,7.19545732e-03,0.00,0.00,1.35143935e-02,2.84052016e-02
10475,1.67686590e-02,7.18835495e-03,0.00,0.00,1.33065893e-02,2.82580977e-02
10477.5,1.66404612e-02,7.18126677e-03,0.00,0.00,1.30987805e-02,2.81109907e-02
10480,1.65122635e-02,7.17419282e-03,0.00,0.00,1.28909670e-02,2.79638806e-02
10482.5,1.63870623e-02,7.16504410e-03,0.00,0.00,1.26544458e-02,2.76589337e-02
10485,1.62618611e-02,7.15590780e-03,0.00,0.00,1.24179371e-02,2.73540109e-02
10487.5,1.61366599e-02,7.14678396e-03,0.00,0.00,1.21814407e-02,2.70491124e-02
