LAMBDA,G,G_err,BP,BP_err,RP,RP_err
7187.5,6.41933846e-01,1.22952103e-02,6.78567796e-06,1.21309122e-07,7.63949110e-01,1.41415755e-02
7190,6.41601944e-01,1.22920639e-02,6.78459633e-06,1.21432629e-07,7.63913954e-01,1.41906850e-02
7192.5,6.41566029e-01,1.24776641e-02,6.80473800e-06,1.22950836e-07,7.63732794e-01,1.32304317e-02
7195,6.41530115e-01,1.26633699e-02,6.82487967e-06,1.24469083e-07,7.63551562e-01,1.22722607e-02
7197.5,6.41494200e-01,1.28491766e-02,6.84502135e-06,1.25987370e-07,7.63370259e-01,1.13167657e-02
7200,6.41458286e-01,1.30350801e-02,6.86516302e-06,1.27505696e-07,7.63188884e-01,1.03647578e-02
7202.5,6.40890973e-01,1.28892101e-02,6.84800990e-06,1.26576837e-07,7.63463310e-01,1.11516272e-02
7205,6.40323661e-01,1.27433631e-02,6.83085679e-06,1.25647984e-07,7.63737786e-01,1.19417163e-02
7207.5,6.39756348e-01,1.25975399e-02,6.81370367e-06,1.24719136e-07,7.64012311e-01,1.27344781e-02
7210,6.39189036e-01,1.24517414e-02,6.79655056e-06,1.23790295e-07,7.64286885e-01,1.35294920e-02
7212.5,6.38823569e-01,1.24348991e-02,6.79419541e-06,1.23833903e-07,7.64337640e-01,1.36383811e-02
7215,6.38458101e-01,1.24180593e-02,6.79184027e-06,1.23877512e-07,7.64388392e-01,1.37473363e-02
7217.5,6.38092634e-01,1.24012222e-02,6.78948513e-06,1.23921123e-07,7.64439140e-01,1.38563563e-02
7220,6.37727167e-01,1.23843876e-02,6.78712999e-06,1.23964734e-07,7.64489884e-01,1.39654403e-02
7222.5,6.37317796e-01,1.23415260e-02,6.78153642e-06,1.23795503e-07,7.64659048e-01,1.42235768e-02
7225,6.36908426e-01,1.22986665e-02,6.77594286e-06,1.23626272e-07,7.64828218e-01,1.44819863e-02
7227.5,6.36499055e-01,1.22558090e-02,6.77034929e-06,1.23457041e-07,7.64997394e-01,1.47406599e-02
7230,6.36089685e-01,1.22129536e-02,6.76475573e-06,1.23287810e-07,7.65166577e-01,1.49995895e-02
7232.5,6.36028189e-01,1.23890889e-02,6.78349932e-06,1.24716343e-07,7.64920235e-01,1.40696495e-02
7235,6.35966694e-01,1.25653076e-02,6.80224292e-06,1.26144908e-07,7.64673874e-01,1.31413035e-02
7237.5,6.35905198e-01,1.27416065e-02,6.82098651e-06,1.27573503e-07,7.64427495e-01,1.22149299e-02
7240,6.35843703e-01,1.29179822e-02,6.83973011e-06,1.29002128e-07,7.64181097e-01,1.12910301e-02
7242.5,6.35360961e-01,1.28333460e-02,6.82887716e-06,1.28488954e-07,7.64383184e-01,1.17693255e-02
7245,6.34878219e-01,1.27487166e-02,6.81802421e-06,1.27975781e-07,7.64585296e-01,1.22486813e-02
7247.5,6.34395477e-01,1.26640941e-02,6.80717127e-06,1.27462610e-07,7.64787432e-01,1.27289971e-02
7250,6.33912735e-01,1.25794786e-02,6.79631832e-06,1.26949439e-07,7.64989592e-01,1.32101869e-02
7252.5,6.33885450e-01,1.27816428e-02,6.81775795e-06,1.28556360e-07,7.64831564e-01,1.21502211e-02
7255,6.33858165e-01,1.29838971e-02,6.83919759e-06,1.30163314e-07,7.64673420e-01,1.10931742e-02
7257.5,6.33830880e-01,1.31862373e-02,6.86063722e-06,1.31770302e-07,7.64515163e-01,1.00400996e-02
7260,6.33803595e-01,1.33886596e-02,6.88207686e-06,1.33377320e-07,7.64356791e-01,8.99254010e-03
7262.5,6.33351771e-01,1.33269778e-02,6.87321348e-06,1.32996098e-07,7.64512446e-01,9.35336995e-03
7265,6.32899946e-01,1.32652993e-02,6.86435010e-06,1.32614875e-07,7.64668114e-01,9.71531853e-03
7267.5,6.32448121e-01,1.32036240e-02,6.85548672e-06,1.32233654e-07,7.64823795e-01,1.00782775e-02
7270,6.31996296e-01,1.31419521e-02,6.84662334e-06,1.31852432e-07,7.64979489e-01,1.04421534e-02
7272.5,6.31453103e-01,1.30239674e-02,6.83099114e-06,1.31027170e-07,7.65250886e-01,1.11167453e-02
7275,6.30909909e-01,1.29059977e-02,6.81535893e-06,1.30201912e-07,7.65522330e-01,1.17935536e-02
7277.5,6.30366715e-01,1.27880435e-02,6.79972673e-06,1.29376659e-07,7.65793821e-01,1.24722634e-02
7280,6.29823522e-01,1.26701052e-02,6.78409452e-06,1.28551411e-07,7.66065360e-01,1.31526243e-02
7282.5,6.29478449e-01,1.26789810e-02,6.78284802e-06,1.28670329e-07,7.66052171e-01,1.31290476e-02
7285,6.29133377e-01,1.26878594e-02,6.78160152e-06,1.28789247e-07,7.66038978e-01,1.31054689e-02
7287.5,6.28788305e-01,1.26967404e-02,6.78035502e-06,1.28908167e-07,7.66025779e-01,1.30818883e-02
7290,6.28443233e-01,1.27056241e-02,6.77910852e-06,1.29027086e-07,7.66012574e-01,1.30583057e-02
7292.5,6.28001488e-01,1.26547801e-02,6.77135115e-06,1.28720918e-07,7.66139881e-01,1.33776352e-02
7295,6.27559744e-01,1.26039391e-02,6.76359378e-06,1.28414750e-07,7.66267197e-01,1.36973132e-02
7297.5,6.27117999e-01,1.25531011e-02,6.75583642e-06,1.28108582e-07,7.66394519e-01,1.40173215e-02
7300,6.26676254e-01,1.25022661e-02,6.74807905e-06,1.27802415e-07,7.66521850e-01,1.43376435e-02
7302.5,6.26519958e-01,1.26324041e-02,6.76075219e-06,1.28838490e-07,7.66415510e-01,1.36588003e-02
7305,6.26363662e-01,1.27625793e-02,6.77342533e-06,1.29874579e-07,7.66309105e-01,1.29805668e-02
7307.5,6.26207366e-01,1.28927907e-02,6.78609847e-06,1.30910682e-07,7.66202637e-01,1.23030773e-02
7310,6.26051069e-01,1.30230371e-02,6.79877161e-06,1.31946797e-07,7.66096105e-01,1.16264978e-02
7312.5,6.25650123e-01,1.30003864e-02,6.79428134e-06,1.31858713e-07,7.66148029e-01,1.17630417e-02
7315,6.25249177e-01,1.29777371e-02,6.78979108e-06,1.31770629e-07,7.66199948e-01,1.18996986e-02
7317.5,6.24848231e-01,1.29550893e-02,6.78530082e-06,1.31682546e-07,7.66251862e-01,1.20364655e-02
7320,6.24447284e-01,1.29324430e-02,6.78081055e-06,1.31594462e-07,7.66303771e-01,1.21733399e-02
7322.5,6.24167851e-01,1.29876343e-02,6.78558786e-06,1.32118381e-07,7.66162804e-01,1.18514405e-02
7325,6.23888418e-01,1.30428373e-02,6.79036516e-06,1.32642305e-07,7.66021836e-01,1.15297814e-02
7327.5,6.23608985e-01,1.30980520e-02,6.79514246e-06,1.33166233e-07,7.65880867e-01,1.12083832e-02
7330,6.23329552e-01,1.31532781e-02,6.79991977e-06,1.33690166e-07,7.65739898e-01,1.08872692e-02
7332.5,6.22989269e-01,1.31716299e-02,6.80105755e-06,1.33979696e-07,7.65671420e-01,1.07648310e-02
7335,6.22648985e-01,1.31899875e-02,6.80219533e-06,1.34269228e-07,7.65602933e-01,1.06424148e-02
7337.5,6.22308701e-01,1.32083508e-02,6.80333311e-06,1.34558763e-07,7.65534436e-01,1.05200216e-02
7340,6.21968418e-01,1.32267197e-02,6.80447088e-06,1.34848300e-07,7.65465930e-01,1.03976529e-02
7342.5,6.21602296e-01,1.32290843e-02,6.80374023e-06,1.35016601e-07,7.65356433e-01,1.03577867e-02
7345,6.21236174e-01,1.32314532e-02,6.80300958e-06,1.35184904e-07,7.65246939e-01,1.03179231e-02
7347.5,6.20870052e-01,1.32338264e-02,6.80227892e-06,1.35353208e-07,7.65137450e-01,1.02780622e-02
7350,6.20503930e-01,1.32362039e-02,6.80154827e-06,1.35521514e-07,7.65027966e-01,1.02382040e-02
7352.5,6.19969429e-01,1.31336173e-02,6.78879480e-06,1.34905532e-07,7.65079670e-01,1.07420190e-02
7355,6.19434927e-01,1.30310379e-02,6.77604134e-06,1.34289550e-07,7.65131376e-01,1.12468971e-02
7357.5,6.18900426e-01,1.29284660e-02,6.76328788e-06,1.33673570e-07,7.65183084e-01,1.17527044e-02
7360,6.18365924e-01,1.28259016e-02,6.75053441e-06,1.33057590e-07,7.65234793e-01,1.22593289e-02
7362.5,6.17935951e-01,1.27896575e-02,6.74566650e-06,1.32961553e-07,7.65154444e-01,1.24057737e-02
7365,6.17505979e-01,1.27534166e-02,6.74079858e-06,1.32865516e-07,7.65074097e-01,1.25522876e-02
7367.5,6.17076006e-01,1.27171787e-02,6.73593067e-06,1.32769480e-07,7.64993754e-01,1.26988678e-02
7370,6.16646033e-01,1.26809441e-02,6.73106275e-06,1.32673445e-07,7.64913412e-01,1.28455120e-02
7372.5,6.16419821e-01,1.27740936e-02,6.74125414e-06,1.33569773e-07,7.64641022e-01,1.22389045e-02
7375,6.16193608e-01,1.28672747e-02,6.75144553e-06,1.34466115e-07,7.64368645e-01,1.16330986e-02
7377.5,6.15967396e-01,1.29604864e-02,6.76163691e-06,1.35362471e-07,7.64096281e-01,1.10282210e-02
7380,6.15741183e-01,1.30537283e-02,6.77182830e-06,1.36258840e-07,7.63823929e-01,1.04244279e-02
7382.5,6.15484259e-01,1.31288618e-02,6.77995156e-06,1.37023111e-07,7.63534756e-01,9.93940246e-03
7385,6.15227334e-01,1.32040200e-02,6.78807482e-06,1.37787392e-07,7.63245618e-01,9.45535839e-03
7387.5,6.14970410e-01,1.32792025e-02,6.79619808e-06,1.38551685e-07,7.62956515e-01,8.97244227e-03
7390,6.14713486e-01,1.33544090e-02,6.80432135e-06,1.39315988e-07,7.62667447e-01,8.49083358e-03
7392.5,6.14324422e-01,1.33476724e-02,6.80315135e-06,1.39471953e-07,7.62431819e-01,8.41713549e-03
7395,6.13935359e-01,1.33409435e-02,6.80198135e-06,1.39627921e-07,7.62196226e-01,8.34347344e-03
7397.5,6.13546296e-01,1.33342224e-02,6.80081135e-06,1.39783892e-07,7.61960669e-01,8.26984792e-03
7400,6.13157233e-01,1.33275090e-02,6.79964135e-06,1.39939867e-07,7.61725145e-01,8.19625943e-03
7402.5,6.12675735e-01,1.32654413e-02,6.79259911e-06,1.39714902e-07,7.61612054e-01,8.42365704e-03
7405,6.12194237e-01,1.32033781e-02,6.78555686e-06,1.39489938e-07,7.61498970e-01,8.65146327e-03
7407.5,6.11712738e-01,1.31413194e-02,6.77851462e-06,1.39264975e-07,7.61385894e-01,8.87964461e-03
7410,6.11231240e-01,1.30792653e-02,6.77147237e-06,1.39040012e-07,7.61272826e-01,9.10817085e-03
7412.5,6.10791030e-01,1.30460045e-02,6.76820919e-06,1.39064688e-07,7.61054070e-01,9.17334053e-03
7415,6.10350820e-01,1.30127489e-02,6.76494601e-06,1.39089365e-07,7.60835344e-01,9.23853595e-03
7417.5,6.09910609e-01,1.29794987e-02,6.76168283e-06,1.39114045e-07,7.60616650e-01,9.30375617e-03
7420,6.09470399e-01,1.29462540e-02,6.75841964e-06,1.39138727e-07,7.60397987e-01,9.36900028e-03
7422.5,6.09146507e-01,1.29902648e-02,6.76375533e-06,1.39731366e-07,7.60115637e-01,9.01754289e-03
7425,6.08822614e-01,1.30342907e-02,6.76909101e-06,1.40324013e-07,7.59833322e-01,8.66670975e-03
7427.5,6.08498721e-01,1.30783314e-02,6.77442669e-06,1.40916668e-07,7.59551044e-01,8.31657239e-03
7430,6.08174829e-01,1.31223868e-02,6.77976238e-06,1.41509331e-07,7.59268801e-01,7.96721478e-03
7432.5,6.07685998e-01,1.30671630e-02,6.77367278e-06,1.41353117e-07,7.59090896e-01,8.15459240e-03
7435,6.07197167e-01,1.30119433e-02,6.76758319e-06,1.41196904e-07,7.58913012e-01,8.34224560e-03
7437.5,6.06708337e-01,1.29567276e-02,6.76149359e-06,1.41040692e-07,7.58735148e-01,8.53015324e-03
7440,6.06219506e-01,1.29015161e-02,6.75540400e-06,1.40884482e-07,7.58557305e-01,8.71829599e-03
7442.5,6.05918155e-01,1.29660430e-02,6.76296376e-06,1.41625804e-07,7.58212760e-01,8.22248301e-03
7445,6.05616804e-01,1.30305872e-02,6.77052351e-06,1.42367136e-07,7.57868271e-01,7.72828491e-03
7447.5,6.05315453e-01,1.30951485e-02,6.77808327e-06,1.43108477e-07,7.57523838e-01,7.23600974e-03
7450,6.05014102e-01,1.31597265e-02,6.78564303e-06,1.43849828e-07,7.57179462e-01,6.74605402e-03
7452.5,6.04469117e-01,1.30768258e-02,6.77703548e-06,1.43533513e-07,7.57025147e-01,7.08566245e-03
7455,6.03924133e-01,1.29939299e-02,6.76842794e-06,1.43217198e-07,7.56870847e-01,7.42656755e-03
7457.5,6.03379148e-01,1.29110389e-02,6.75982039e-06,1.42900884e-07,7.56716562e-01,7.76858724e-03
7460,6.02834164e-01,1.28281528e-02,6.75121284e-06,1.42584571e-07,7.56562293e-01,8.11156965e-03
7462.5,6.02411754e-01,1.28250626e-02,6.75161353e-06,1.42862463e-07,7.56349839e-01,7.99961953e-03
7465,6.01989344e-01,1.28219776e-02,6.75201422e-06,1.43140358e-07,7.56137401e-01,7.88773495e-03
7467.5,6.01566934e-01,1.28188979e-02,6.75241490e-06,1.43418257e-07,7.55924979e-01,7.77591830e-03
7470,6.01144524e-01,1.28158235e-02,6.75281559e-06,1.43696160e-07,7.55712573e-01,7.66417209e-03
7472.5,6.00931678e-01,1.29488159e-02,6.76820255e-06,1.44958617e-07,7.55371919e-01,6.83646395e-03
7475,6.00718832e-01,1.30818397e-02,6.78358952e-06,1.46221089e-07,7.55031244e-01,6.01606685e-03
7477.5,6.00505986e-01,1.32148940e-02,6.79897648e-06,1.47483577e-07,7.54690549e-01,5.20646166e-03
7480,6.00293141e-01,1.33479779e-02,6.81436345e-06,1.48746081e-07,7.54349834e-01,4.41361911e-03
7482.5,5.99847638e-01,1.33368525e-02,6.81357493e-06,1.48950156e-07,7.54112564e-01,4.33091937e-03
7485,5.99402136e-01,1.33257308e-02,6.81278640e-06,1.49154235e-07,7.53875321e-01,4.24846596e-03
7487.5,5.98956633e-01,1.33146127e-02,6.81199788e-06,1.49358316e-07,7.53638105e-01,4.16627266e-03
7490,5.98511131e-01,1.33034983e-02,6.81120935e-06,1.49562400e-07,7.53400916e-01,4.08435433e-03
7492.5,5.98006082e-01,1.32595706e-02,6.80720893e-06,1.49558914e-07,7.53242565e-01,4.22521534e-03
7495,5.97501034e-01,1.32156457e-02,6.80320851e-06,1.49555430e-07,7.53084224e-01,4.36728362e-03
7497.5,5.96995986e-01,1.31717238e-02,6.79920809e-06,1.49551947e-07,7.52925893e-01,4.51044380e-03
7500,5.96490937e-01,1.31278049e-02,6.79520767e-06,1.49548466e-07,7.52767573e-01,4.65459387e-03
7502.5,5.96137525e-01,1.31812933e-02,0.00,0.00,7.52433193e-01,4.24566407e-03
7505,5.95784113e-01,1.32347912e-02,0.00,0.00,7.52098857e-01,3.84436423e-03
7507.5,5.95430701e-01,1.32882985e-02,0.00,0.00,7.51764564e-01,3.45332870e-03
7510,5.95077289e-01,1.33418149e-02,0.00,0.00,7.51430314e-01,3.07644400e-03
7512.5,5.94748217e-01,1.34113561e-02,0.00,0.00,7.51150198e-01,2.68002396e-03
7515,5.94419145e-01,1.34809093e-02,0.00,0.00,7.50870074e-01,2.32155632e-03
7517.5,5.94090073e-01,1.35504743e-02,0.00,0.00,7.50589941e-01,2.02134504e-03
7520,5.93761000e-01,1.36200510e-02,0.00,0.00,7.50309801e-01,1.80864770e-03
7522.5,5.93129862e-01,1.34994275e-02,0.00,0.00,7.50290668e-01,2.03636290e-03
7525,5.92498723e-01,1.33788119e-02,0.00,0.00,7.50271530e-01,2.36765416e-03
7527.5,5.91867585e-01,1.32582044e-02,0.00,0.00,7.50252389e-01,2.76557328e-03
7530,5.91236446e-01,1.31376052e-02,0.00,0.00,7.50233242e-01,3.20542569e-03
7532.5,5.90783865e-01,1.31282005e-02,0.00,0.00,7.50061655e-01,3.13422275e-03
7535,5.90331284e-01,1.31188004e-02,0.00,0.00,7.49890052e-01,3.06350523e-03
7537.5,5.89878704e-01,1.31094051e-02,0.00,0.00,7.49718433e-01,2.99330806e-03
7540,5.89426123e-01,1.31000145e-02,0.00,0.00,7.49546799e-01,2.92366924e-03
7542.5,5.89209006e-01,1.32396386e-02,0.00,0.00,7.49272136e-01,2.18420150e-03
7545,5.88991890e-01,1.33792911e-02,0.00,0.00,7.48997307e-01,1.71808315e-03
7547.5,5.88774773e-01,1.35189713e-02,0.00,0.00,7.48722309e-01,1.75880408e-03
7550,5.88557657e-01,1.36586783e-02,0.00,0.00,7.48447144e-01,2.27987120e-03
7552.5,5.88097912e-01,1.36463504e-02,0.00,0.00,7.48293399e-01,2.32576236e-03
7555,5.87638168e-01,1.36340281e-02,0.00,0.00,7.48139624e-01,2.37294653e-03
7557.5,5.87178423e-01,1.36217113e-02,0.00,0.00,7.47985819e-01,2.42134904e-03
7560,5.86718679e-01,1.36094000e-02,0.00,0.00,7.47831984e-01,2.47089921e-03
7562.5,5.86318738e-01,1.36334495e-02,0.00,0.00,7.47600827e-01,2.72183502e-03
7565,5.85918798e-01,1.36575071e-02,0.00,0.00,7.47369642e-01,2.98768338e-03
7567.5,5.85518857e-01,1.36815728e-02,0.00,0.00,7.47138427e-01,3.26481388e-03
7570,5.85118917e-01,1.37056465e-02,0.00,0.00,7.46907184e-01,3.55059536e-03
7572.5,5.84636290e-01,1.36774154e-02,0.00,0.00,7.46731752e-01,3.58098679e-03
7575,5.84153663e-01,1.36491901e-02,0.00,0.00,7.46556301e-01,3.61151132e-03
7577.5,5.83671036e-01,1.36209705e-02,0.00,0.00,7.46380832e-01,3.64216569e-03
7580,5.83188409e-01,1.35927569e-02,0.00,0.00,7.46205344e-01,3.67294675e-03
7582.5,5.82806022e-01,1.36277310e-02,0.00,0.00,7.46010407e-01,4.03882561e-03
7585,5.82423635e-01,1.36627152e-02,0.00,0.00,7.45815388e-01,4.41149210e-03
7587.5,5.82041248e-01,1.36977095e-02,0.00,0.00,7.45620287e-01,4.78939025e-03
7590,5.81658861e-01,1.37327138e-02,0.00,0.00,7.45425103e-01,5.17139939e-03
7592.5,5.81018785e-01,1.36042419e-02,0.00,0.00,7.45423935e-01,4.66216150e-03
7595,5.80378709e-01,1.34757806e-02,0.00,0.00,7.45422751e-01,4.15943775e-03
7597.5,5.79738633e-01,1.33473303e-02,0.00,0.00,7.45421553e-01,3.66595624e-03
7600,5.79098557e-01,1.32188913e-02,0.00,0.00,7.45420339e-01,3.18606871e-03
7602.5,5.78700204e-01,1.32454782e-02,0.00,0.00,7.45192407e-01,3.48386810e-03
7605,5.78301850e-01,1.32720748e-02,0.00,0.00,7.44964424e-01,3.78867304e-03
7607.5,5.77903497e-01,1.32986811e-02,0.00,0.00,7.44736391e-01,4.09893558e-03
7610,5.77505143e-01,1.33252970e-02,0.00,0.00,7.44508307e-01,4.41351842e-03
7612.5,5.77181804e-01,1.34053969e-02,0.00,0.00,7.44199185e-01,5.12915430e-03
7615,5.76858465e-01,1.34855112e-02,0.00,0.00,7.43889962e-01,5.85546221e-03
7617.5,5.76535126e-01,1.35656399e-02,0.00,0.00,7.43580640e-01,6.58897893e-03
7620,5.76211787e-01,1.36457825e-02,0.00,0.00,7.43271218e-01,7.32759839e-03
7622.5,5.75776635e-01,1.36600838e-02,0.00,0.00,7.43009537e-01,7.59468053e-03
7625,5.75341484e-01,1.36743922e-02,0.00,0.00,7.42747834e-01,7.86225038e-03
7627.5,5.74906333e-01,1.36887075e-02,0.00,0.00,7.42486107e-01,8.13026199e-03
7630,5.74471182e-01,1.37030298e-02,0.00,0.00,7.42224356e-01,8.39867520e-03
7632.5,5.74094006e-01,1.37592421e-02,0.00,0.00,7.41938921e-01,9.01331511e-03
7635,5.73716831e-01,1.38154635e-02,0.00,0.00,7.41653379e-01,9.62941775e-03
7637.5,5.73339655e-01,1.38716940e-02,0.00,0.00,7.41367730e-01,1.02467508e-02
7640,5.72962480e-01,1.39279336e-02,0.00,0.00,7.41081974e-01,1.08651341e-02
7642.5,5.72510234e-01,1.39423540e-02,0.00,0.00,7.40823323e-01,1.11084973e-02
7645,5.72057988e-01,1.39567800e-02,0.00,0.00,7.40564636e-01,1.13520178e-02
7647.5,5.71605742e-01,1.39712117e-02,0.00,0.00,7.40305913e-01,1.15956874e-02
7650,5.71153496e-01,1.39856488e-02,0.00,0.00,7.40047153e-01,1.18394988e-02
7652.5,5.70634929e-01,1.39628638e-02,0.00,0.00,7.39784619e-01,1.19941865e-02
7655,5.70116362e-01,1.39400831e-02,0.00,0.00,7.39522062e-01,1.21489356e-02
7657.5,5.69597795e-01,1.39173068e-02,0.00,0.00,7.39259482e-01,1.23037443e-02
7660,5.69079228e-01,1.38945349e-02,0.00,0.00,7.38996878e-01,1.24586107e-02
7662.5,5.68434975e-01,1.37966571e-02,0.00,0.00,7.38808087e-01,1.20494892e-02
7665,5.67790722e-01,1.36987862e-02,0.00,0.00,7.38619308e-01,1.16405502e-02
7667.5,5.67146468e-01,1.36009225e-02,0.00,0.00,7.38430541e-01,1.12318102e-02
7670,5.66502215e-01,1.35030661e-02,0.00,0.00,7.38241786e-01,1.08232885e-02
7672.5,5.66214863e-01,1.36360949e-02,0.00,0.00,7.37668700e-01,1.19207701e-02
7675,5.65927511e-01,1.37691384e-02,0.00,0.00,7.37095669e-01,1.30196730e-02
7677.5,5.65640159e-01,1.39021962e-02,0.00,0.00,7.36522691e-01,1.41196392e-02
7680,5.65352807e-01,1.40352680e-02,0.00,0.00,7.35949767e-01,1.52204137e-02
7682.5,5.64654320e-01,1.39122643e-02,0.00,0.00,7.35867068e-01,1.46418327e-02
7685,5.63955833e-01,1.37892692e-02,0.00,0.00,7.35784348e-01,1.40633291e-02
7687.5,5.63257346e-01,1.36662830e-02,0.00,0.00,7.35701608e-01,1.34849244e-02
7690,5.62558859e-01,1.35433060e-02,0.00,0.00,7.35618846e-01,1.29066435e-02
7692.5,5.62020394e-01,1.35259806e-02,0.00,0.00,7.35293707e-01,1.30835117e-02
7695,5.61481930e-01,1.35086582e-02,0.00,0.00,7.34968565e-01,1.32604248e-02
7697.5,5.60943465e-01,1.34913388e-02,0.00,0.00,7.34643420e-01,1.34373809e-02
7700,5.60405001e-01,1.34740223e-02,0.00,0.00,7.34318273e-01,1.36143785e-02
7702.5,5.60038691e-01,1.35677812e-02,0.00,0.00,7.33741094e-01,1.43837621e-02
7705,5.59672382e-01,1.36615483e-02,0.00,0.00,7.33164046e-01,1.51533457e-02
7707.5,5.59306072e-01,1.37553235e-02,0.00,0.00,7.32587129e-01,1.59230694e-02
7710,5.58939763e-01,1.38491065e-02,0.00,0.00,7.32010342e-01,1.66928843e-02
7712.5,5.58381905e-01,1.38182929e-02,0.00,0.00,7.31677944e-01,1.68263166e-02
7715,5.57824047e-01,1.37874831e-02,0.00,0.00,7.31345549e-01,1.69597623e-02
7717.5,5.57266189e-01,1.37566771e-02,0.00,0.00,7.31013158e-01,1.70932211e-02
7720,5.56708331e-01,1.37258750e-02,0.00,0.00,7.30680771e-01,1.72266927e-02
7722.5,5.56203330e-01,1.37265228e-02,0.00,0.00,7.30376993e-01,1.74494546e-02
7725,5.55698328e-01,1.37271749e-02,0.00,0.00,7.30073170e-01,1.76722715e-02
7727.5,5.55193326e-01,1.37278311e-02,0.00,0.00,7.29769304e-01,1.78951424e-02
7730,5.54688324e-01,1.37284915e-02,0.00,0.00,7.29465394e-01,1.81180662e-02
7732.5,5.54355167e-01,1.38355829e-02,0.00,0.00,7.28873409e-01,1.91111146e-02
7735,5.54022010e-01,1.39426851e-02,0.00,0.00,7.28281496e-01,2.01042954e-02
7737.5,5.53688852e-01,1.40497978e-02,0.00,0.00,7.27689657e-01,2.10975708e-02
7740,5.53355695e-01,1.41569209e-02,0.00,0.00,7.27097890e-01,2.20909100e-02
7742.5,5.52833822e-01,1.41429783e-02,0.00,0.00,7.26636708e-01,2.22509824e-02
7745,5.52311948e-01,1.41290413e-02,0.00,0.00,7.26175636e-01,2.24110120e-02
7747.5,5.51790075e-01,1.41151100e-02,0.00,0.00,7.25714674e-01,2.25709985e-02
7750,5.51268201e-01,1.41011844e-02,0.00,0.00,7.25253823e-01,2.27309418e-02
7752.5,5.50737560e-01,1.40782681e-02,0.00,0.00,7.24855821e-01,2.29861325e-02
7755,5.50206920e-01,1.40553585e-02,0.00,0.00,7.24457849e-01,2.32413180e-02
7757.5,5.49676279e-01,1.40324556e-02,0.00,0.00,7.24059908e-01,2.34964978e-02
7760,5.49145638e-01,1.40095595e-02,0.00,0.00,7.23661996e-01,2.37516716e-02
7762.5,5.48445425e-01,1.38771731e-02,0.00,0.00,7.23394894e-01,2.32201130e-02
7765,5.47745211e-01,1.37448025e-02,0.00,0.00,7.23127834e-01,2.26886943e-02
7767.5,5.47044998e-01,1.36124482e-02,0.00,0.00,7.22860816e-01,2.21574170e-02
7770,5.46344784e-01,1.34801106e-02,0.00,0.00,7.22593839e-01,2.16262827e-02
7772.5,5.45951482e-01,1.35396319e-02,0.00,0.00,7.22043515e-01,2.24097777e-02
7775,5.45558181e-01,1.35991629e-02,0.00,0.00,7.21493254e-01,2.31932710e-02
7777.5,5.45164879e-01,1.36587035e-02,0.00,0.00,7.20943056e-01,2.39767529e-02
7780,5.44771577e-01,1.37182535e-02,0.00,0.00,7.20392922e-01,2.47602151e-02
7782.5,5.44456324e-01,1.38245052e-02,0.00,0.00,7.19734848e-01,2.57420657e-02
7785,5.44141070e-01,1.39307699e-02,0.00,0.00,7.19076934e-01,2.67237251e-02
7787.5,5.43825817e-01,1.40370472e-02,0.00,0.00,7.18419182e-01,2.77051830e-02
7790,5.43510563e-01,1.41433368e-02,0.00,0.00,7.17761590e-01,2.86864307e-02
7792.5,5.42740882e-01,1.39592121e-02,0.00,0.00,7.17505708e-01,2.79837826e-02
7795,5.41971202e-01,1.37751162e-02,0.00,0.00,7.17249869e-01,2.72813534e-02
7797.5,5.41201521e-01,1.35910503e-02,0.00,0.00,7.16994075e-01,2.65791445e-02
7800,5.40431841e-01,1.34070155e-02,0.00,0.00,7.16738324e-01,2.58771576e-02
7802.5,5.39916548e-01,1.33836579e-02,0.00,0.00,7.16234074e-01,2.61083886e-02
7805,5.39401256e-01,1.33603118e-02,0.00,0.00,7.15729954e-01,2.63395477e-02
7807.5,5.38885964e-01,1.33369773e-02,0.00,0.00,7.15225966e-01,2.65706346e-02
7810,5.38370672e-01,1.33136543e-02,0.00,0.00,7.14722108e-01,2.68016490e-02
7812.5,5.38107208e-01,1.34523573e-02,0.00,0.00,7.14068135e-01,2.81441912e-02
7815,5.37843745e-01,1.35910757e-02,0.00,0.00,7.13414167e-01,2.94868380e-02
7817.5,5.37580281e-01,1.37298091e-02,0.00,0.00,7.12760205e-01,3.08295742e-02
7820,5.37316818e-01,1.38685571e-02,0.00,0.00,7.12106249e-01,3.21723871e-02
7822.5,5.36840501e-01,1.38733710e-02,0.00,0.00,7.11661082e-01,3.25780880e-02
7825,5.36364184e-01,1.38781936e-02,0.00,0.00,7.11215935e-01,3.29837804e-02
7827.5,5.35887867e-01,1.38830250e-02,0.00,0.00,7.10770807e-01,3.33894640e-02
7830,5.35411551e-01,1.38878650e-02,0.00,0.00,7.10325700e-01,3.37951385e-02
7832.5,5.34665291e-01,1.37256807e-02,0.00,0.00,7.10020296e-01,3.32034034e-02
7835,5.33919032e-01,1.35635241e-02,0.00,0.00,7.09714952e-01,3.26118570e-02
7837.5,5.33172773e-01,1.34013962e-02,0.00,0.00,7.09409669e-01,3.20204993e-02
7840,5.32426514e-01,1.32392981e-02,0.00,0.00,7.09104447e-01,3.14293309e-02
7842.5,5.31836197e-01,1.31763427e-02,0.00,0.00,7.08708503e-01,3.14300972e-02
7845,5.31245881e-01,1.31134001e-02,0.00,0.00,7.08312613e-01,3.14308642e-02
